i,s,f,e,n,d,g,u,l,m,t,p,w,r,b,fm,fa,fb,k,ku,kl,kw,kr,kd,q,x,o,pm,iv
JVASP-153105,2,CrF3,Cr F,8,1.813,1.77,0.386,0.494,0.01,1,0.61,2,0,0,-1,,,6.158,0.067,0.131,0,0,,,,,0.29,1.563
agm2000068033,0,TbAuSe2,Au Se Tb,8,1.724,1.771,0.061,0.237,0.0,0,0.32,1,1,0,-1,,,4.584,0.136,0.244,2,0,,2.505,0.832,1.882,0.66,0.366
agm2000090136,0,MnTlI3,I Mn Tl,10,1.448,1.771,0.07,0.275,0.0,1,0.4,1,0,0,-1,,,4.384,0.064,0.212,0,0,,3.693,1.348,2.556,0.54,0.42
agm2000028974,0,Si3As4,As Si,14,1.465,1.771,0.155,0.243,0.0,0,0.25,2,2,1,-1,,,4.524,0.2,0.23,2,0,,,,,0.16,0.628
agm2000083229,0,RbAuSe,Au Rb Se,6,1.744,1.771,0.023,0.292,0.0,0,0.15,1,1,0,-1,,,4.268,0.194,0.221,2,0,,2.48,0.838,1.861,0.97,0.189
agm2000015986,0,AgCl,Ag Cl,12,1.482,1.771,0.066,0.13,0.0,0,0.25,0,1,1,-1,,,5.178,0.128,0.285,1,0,,2.959,1.343,1.75,0.27,0.312
JVASP-60291,2,ThI4,I Th,20,1.72,1.772,0.097,0.22,0.01,0,0.06,1,0,0,-1,,,5.229,0.144,0.162,2,0,,2.56,0.8,1.938,0.31,0.384
agm2000113615,0,K2S3,K S,5,1.832,1.772,0.033,0.229,0.1,0,0.04,0,1,1,-1,,,5.211,0.194,0.34,2,0,,3.297,1.178,2.387,0.39,0.221
agm2000055414,0,TlHgI3,Hg I Tl,5,1.753,1.772,0.03,0.206,0.0,1,0.51,0,1,1,-1,,,5.059,0.078,0.269,1,0,,2.636,1.023,1.863,0.3,0.202
JVASP-27739,2,ThI4,I Th,20,2.018,1.772,0.097,0.22,0.01,0,0.06,1,0,0,-1,,,5.229,0.144,0.162,2,0,,2.561,0.799,1.938,0.31,0.384
agm2000087922,0,Ag3BrF2,Ag Br F,12,1.773,1.772,0.058,0.188,0.01,0,0.31,0,1,1,-1,,,5.377,0.233,0.311,2,0,,3.525,1.203,2.381,0.57,0.47
agm2000104862,0,Hg2IF3,F Hg I,12,1.83,1.772,0.105,0.336,0.01,1,0.65,2,0,0,-1,,,6.399,0.123,0.199,1,0,,,,,0.62,0.475
agm2000053091,0,In3Br2Cl,Br Cl In,6,1.785,1.772,0.033,0.275,0.0,1,0.35,1,1,1,-1,,,5.624,0.21,0.3,2,0,,2.646,1.022,1.879,0.15,0.222
agm2000142930,0,PmRhBr6,Br Pm Rh,8,1.75,1.772,0.045,0.099,0.0,0,0.0,0,1,1,-1,,,5.531,0.162,0.115,2,0,,2.568,0.969,1.889,0.06,0.301
agm2000121764,0,InCl,Cl In,12,1.856,1.772,0.251,0.332,0.0,1,0.52,2,3,1,-1,,,5.836,0.217,0.309,2,0,,,,,0.21,1.016
agm2000000668,0,CaH2,Ca H,12,1.878,1.772,0.106,0.301,0.8,1,0.62,2,1,0,-1,,,4.524,0.316,0.291,2,0,,,,,0.67,0.481
agm2000018148,0,InF,F In,8,1.851,1.772,0.107,0.202,0.01,1,0.85,1,1,0,-1,,,4.287,0.118,0.328,2,0,,3.537,1.284,2.48,0.76,0.484
agm2000070723,0,AlInBr4,Al Br In,6,1.621,1.772,0.141,0.328,0.01,1,0.43,2,1,0,-1,,,5.032,0.093,0.2,1,0,,,,,0.84,0.64
agm2000127203,0,LiBr3,Br Li,12,1.753,1.773,0.087,0.302,0.33,1,0.62,2,1,0,-1,,,5.787,0.249,0.13,2,0,,,,,0.73,0.523
agm2000029052,0,HgS,Hg S,8,1.853,1.773,0.095,0.256,0.0,0,0.28,1,1,0,-1,,,5.589,0.17,0.253,2,0,,3.352,1.071,2.35,0.58,0.431
agm2000055409,0,PbAuI3,Au I Pb,5,1.703,1.773,0.027,0.145,0.0,1,0.73,0,1,1,-1,,,5.42,0.068,0.201,0,0,,2.537,1.015,1.81,0.45,0.182
agm2000144846,0,ThHgI6,Hg I Th,8,1.629,1.773,0.051,0.284,0.0,0,0.23,1,1,1,-1,,,5.343,0.051,0.154,0,0,,3.413,0.994,2.814,0.06,0.345
agm2000097930,0,Li2Zn2Te3,Li Te Zn,14,1.146,1.773,0.198,0.274,0.0,0,0.01,2,0,0,-1,,,4.47,0.151,0.39,2,0,,,,,0.65,0.711
agm2000068037,0,TmAuSe2,Au Se Tm,8,1.748,1.773,0.061,0.265,0.0,1,0.57,1,1,0,-1,,,4.649,0.214,0.178,2,0,,2.385,0.851,1.815,0.7,0.367
agm2000137333,0,NaFe(SeO3)2,Fe Na O Se,10,1.815,1.773,0.07,0.43,0.12,0,0.22,2,1,1,-1,,,6.708,0.279,0.24,2,0,,,,,0.43,0.332
agm2000145844,0,BaTiBr6,Ba Br Ti,8,1.793,1.773,0.036,0.112,0.0,0,0.01,0,1,1,-1,,,5.355,0.092,0.176,1,0,,3.694,1.066,2.92,0.08,0.246
agm2000132713,0,Hf(InI3)2,Hf I In,9,1.666,1.773,0.06,0.33,0.0,0,0.25,2,1,1,-1,,,4.603,0.129,0.192,1,0,,,,,0.08,0.285
agm2000124547,0,LiI2,I Li,6,1.904,1.774,0.119,0.184,0.36,1,0.79,1,1,1,-1,,,4.934,0.227,0.177,2,0,,3.39,0.957,2.741,0.23,0.469
agm2000086332,0,TaI2Cl3,Cl I Ta,12,1.678,1.774,0.062,0.198,0.0,0,0.01,0,1,1,-1,,,5.398,0.133,0.211,2,0,,3.041,0.908,2.434,0.17,0.293
agm2000116265,0,In3I7,I In,10,1.633,1.774,0.142,0.206,0.04,1,0.43,1,1,0,-1,,,4.427,0.089,0.209,1,0,,2.41,0.65,2.006,0.84,0.642
agm2000098763,0,NaCuS,Cu Na S,6,1.708,1.774,0.064,0.234,0.0,0,0.32,0,1,0,-1,,,3.798,0.391,0.369,2,0,,3.034,0.978,2.133,0.97,0.384
agm2000108260,0,Rb2CdSe2,Cd Rb Se,10,1.754,1.774,0.029,0.224,0.03,0,0.09,0,1,0,-1,,,4.576,0.136,0.371,2,0,,3.018,0.97,2.269,0.73,0.238
JVASP-75403,2,Ca(SbO2)4,Ca O Sb,13,1.924,1.775,0.128,0.158,0.02,1,0.93,1,0,0,-1,,,6.369,0.292,0.321,2,0,,3.392,1.339,2.414,0.69,0.577
agm2000009991,0,HgI2,Hg I,3,1.83,1.775,0.052,0.11,0.0,0,0.23,0,1,1,-1,,,5.245,0.049,0.144,0,0,,2.655,0.913,1.92,0.1,0.352
agm2000103003,0,NbTeBr3,Br Nb Te,10,1.76,1.775,0.054,0.203,0.0,0,0.05,0,1,0,-1,,,4.963,0.078,0.279,1,0,,2.777,0.806,2.189,0.54,0.437
agm2000010589,0,SnI2,I Sn,6,1.871,1.775,0.095,0.157,0.0,1,0.61,1,1,0,-1,,,4.892,0.15,0.252,2,0,,2.692,0.959,2.009,0.51,0.429
agm2000110136,0,ZrMnBr6,Br Mn Zr,8,1.706,1.775,0.045,0.171,0.0,0,0.01,0,1,1,-1,,,5.203,0.081,0.12,0,0,,3.448,1.182,2.652,0.04,0.306
agm2000131646,0,Ca2PdCl6,Ca Cl Pd,9,1.708,1.775,0.078,0.272,0.03,1,0.75,1,1,1,-1,,,5.838,0.055,0.2,0,0,,4.206,1.403,3.09,0.26,0.366
agm2000082206,0,IrSeF,F Ir Se,6,1.722,1.775,0.069,0.208,0.05,1,0.79,0,1,0,-1,,,6.098,0.268,0.427,2,0,,3.101,1.101,2.262,0.28,0.326
agm2000109918,0,BiTeCl,Bi Cl Te,3,1.766,1.775,0.036,0.177,0.0,1,0.91,0,1,1,-1,,,5.722,0.056,0.124,0,0,,1.939,0.49,1.504,0.26,0.241
agm2000088690,0,IrSeF,F Ir Se,12,1.723,1.775,0.069,0.208,0.05,1,0.79,0,1,0,-1,,,6.098,0.268,0.427,2,0,,3.101,1.101,2.262,0.28,0.326
agm2000088719,0,IrSF,F Ir S,6,1.697,1.775,0.017,0.185,0.05,1,0.34,0,1,1,-1,,,6.128,0.1,0.34,2,0,,3.153,1.096,2.293,0.15,0.116
agm2000082003,0,BiTeCl,Bi Cl Te,6,1.77,1.775,0.036,0.177,0.0,1,0.91,0,1,1,-1,,,5.723,0.056,0.123,0,0,,1.938,0.49,1.503,0.26,0.24
agm2000108844,0,CdPbS2,Cd Pb S,8,1.829,1.776,0.045,0.304,0.0,1,0.51,2,0,0,-1,,,4.542,0.091,0.249,1,0,,,,,0.82,0.363
agm2000062985,0,GdSI,Gd I S,6,1.778,1.776,0.046,0.156,0.0,0,0.0,0,1,0,-1,,,5.414,0.72,0.292,2,0,,2.828,0.82,2.238,0.51,0.376
BiClTe-968a6902b7f5,1,BiTeCl,Bi Cl Te,3,0.599,1.776,0.036,0.177,0.0,1,0.91,0,0,0,-1,,,5.723,0.056,0.123,0,1,5.715,1.942,0.49,1.506,0.26,0.244
agm2000111649,0,MoWS4,Mo S W,12,1.711,1.776,0.052,0.121,0.04,0,0.14,0,1,1,-1,,,5.065,0.018,0.055,0,0,,2.621,0.549,2.116,0.1,0.349
Mo2W2S8-449640ec4d30,1,MoWS4,Mo S W,12,1.532,1.776,0.052,0.121,0.04,0,0.14,0,0,0,-1,,,5.062,0.019,0.055,0,1,4.938,2.613,0.548,2.108,0.1,0.352
agm2000033896,0,MnF3,F Mn,16,1.897,1.776,0.132,0.362,0.29,1,0.77,2,1,0,-1,,,6.018,0.224,0.181,2,0,,,,,0.34,0.522
JVASP-6163,2,BiTeCl,Bi Cl Te,3,1.817,1.776,0.037,0.177,0.0,1,0.91,0,0,0,-1,,,5.738,0.056,0.116,0,0,,1.905,0.478,1.47,0.26,0.248
HgI2-7c2657e15a6f,1,HgI2,Hg I,3,1.54,1.776,0.049,0.12,0.0,0,0.23,0,0,0,-1,,,5.249,0.047,0.144,0,1,5.164,2.683,0.93,1.939,0.1,0.329
agm2000020579,0,HgI2,Hg I,6,1.855,1.776,0.052,0.173,0.0,0,0.26,0,1,1,-1,,,5.129,0.038,0.218,0,0,,2.358,0.796,1.695,0.1,0.353
agm2000017688,0,AgI3,Ag I,8,1.81,1.776,0.056,0.113,0.0,1,0.86,0,1,1,-1,,,5.277,0.146,0.184,2,0,,2.878,0.748,2.377,0.45,0.378
agm2000109007,0,AgAuS,Ag Au S,12,1.779,1.776,0.099,0.267,0.0,1,0.74,1,1,0,-1,,,5.862,0.12,0.306,1,0,,3.326,1.291,2.013,0.46,0.39
MnZrBr6-e6c3b44451c3,1,ZrMnBr6,Br Mn Zr,8,1.643,1.777,0.046,0.171,0.0,0,0.01,0,0,0,-1,,,5.203,0.082,0.12,0,2,5.356,3.455,1.184,2.655,0.04,0.308
agm2000087401,0,TlCu2Br3,Br Cu Tl,12,1.904,1.777,0.069,0.173,0.0,0,0.1,0,1,1,-1,,,4.895,0.145,0.436,2,0,,3.04,1.251,2.017,0.49,0.323
agm2000007824,0,Ag2S,Ag S,6,1.727,1.777,0.037,0.192,0.06,0,0.22,0,1,1,-1,,,5.541,0.204,0.252,2,0,,2.399,1.114,1.375,0.42,0.248
agm2000133643,0,Ba2ScI6,Ba I Sc,9,0.06,1.777,0.41,0.258,0.07,0,0.13,2,2,1,-1,,,4.699,0.112,0.158,1,0,,,,,0.05,1.663
Se2Zn2-4349b5bd2e79,1,ZnSe,Se Zn,4,1.621,1.777,0.036,0.166,0.0,0,0.0,0,0,0,-1,,,4.853,0.058,0.238,0,1,4.916,2.935,0.791,2.327,0.58,0.288
agm2000017954,0,AgCl,Ag Cl,8,1.78,1.777,0.063,0.199,0.0,0,0.27,0,1,1,-1,,,5.35,0.07,0.292,1,0,,3.225,1.181,2.133,0.16,0.298
JVASP-27950,2,P2Pd3S8,P Pd S,13,1.811,1.778,0.053,0.355,0.03,1,0.77,2,0,0,-1,,,5.437,0.041,0.302,1,0,,,,,0.61,0.426
agm2000023181,0,AgI3,Ag I,8,1.807,1.778,0.049,0.11,0.02,1,0.81,0,1,1,-1,,,5.061,0.178,0.224,2,0,,3.007,0.859,2.344,0.48,0.329
agm2000136320,0,YSF,F S Y,6,1.842,1.778,0.041,0.135,0.0,1,0.42,0,1,1,-1,,,4.879,0.122,0.476,2,0,,3.539,1.322,2.62,0.68,0.331
agm2000058163,0,Sn3I3N,I N Sn,7,1.731,1.778,0.07,0.301,0.0,1,0.79,2,1,0,-1,,,4.676,0.175,0.393,2,0,,,,,0.47,0.33
agm2000024968,0,HgBr2,Br Hg,6,1.724,1.778,0.06,0.248,0.0,1,0.5,1,1,0,-1,,,5.078,0.091,0.319,2,0,,3.194,1.184,2.225,0.38,0.403
agm2000082013,0,TmTeCl,Cl Te Tm,6,1.771,1.778,0.024,0.128,0.0,1,0.41,0,1,0,-1,,,5.345,0.474,0.264,2,0,,2.988,0.936,2.304,0.42,0.162
agm2000078983,0,Na2Tl2Se3,Na Se Tl,7,1.26,1.778,0.105,0.308,0.02,1,0.82,2,2,1,-1,,,3.395,0.163,0.364,2,0,,,,,0.62,0.473
agm2000023737,0,CuI,Cu I,12,1.952,1.779,0.147,0.185,0.0,0,0.11,2,0,0,-1,,,4.937,0.245,0.38,2,0,,,,,0.33,0.594
agm2000145036,0,TmInI6,I In Tm,8,1.742,1.779,0.061,0.11,0.0,0,0.06,0,3,1,-1,,,5.301,0.184,0.127,2,0,,2.941,0.756,2.615,0.02,0.288
agm2000144752,0,ZrGeI6,Ge I Zr,8,1.803,1.779,0.04,0.175,0.0,0,0.02,0,1,1,-1,,,5.06,0.033,0.093,0,0,,2.871,0.886,2.403,0.02,0.272
agm2000131948,0,Rb2CeCl6,Ce Cl Rb,9,1.746,1.779,0.045,0.123,0.0,0,0.0,0,1,1,-1,,,5.773,0.211,0.249,2,0,,3.783,1.141,3.029,0.05,0.303
agm2000141974,0,SmMnBr5,Br Mn Sm,14,1.746,1.779,0.021,0.075,0.0,0,0.0,0,1,1,-1,,,5.641,0.135,0.137,2,0,,3.457,1.22,2.581,0.05,0.143
agm2000100960,0,Cd3TeS2,Cd S Te,12,1.854,1.779,0.043,0.233,0.0,0,0.13,0,1,0,-1,,,5.006,0.098,0.209,1,0,,3.044,0.856,2.422,0.81,0.346
agm2000042309,0,InBr,Br In,12,2.383,1.779,0.138,0.202,0.03,1,0.52,1,1,1,-1,,,5.334,0.122,0.225,1,0,,2.931,1.175,1.963,0.5,0.625
agm2000063725,0,AgHgBr3,Ag Br Hg,10,1.687,1.779,0.049,0.179,0.0,0,0.25,0,1,1,-1,,,5.92,0.034,0.199,0,0,,3.089,1.199,2.01,0.17,0.33
agm2000082311,0,CsKTe,Cs K Te,6,1.683,1.78,0.032,0.156,0.01,0,0.2,0,1,0,-1,,,4.168,0.278,0.235,2,0,,2.698,0.649,2.216,0.94,0.262
agm2000109583,0,Zn2SeBr2,Br Se Zn,10,1.779,1.78,0.029,0.305,0.0,0,0.0,2,1,0,-1,,,5.38,0.125,0.286,1,0,,,,,0.4,0.197
agm2000108206,0,Pb3(SeI)2,I Pb Se,14,1.807,1.78,0.073,0.268,0.0,1,0.51,1,1,0,-1,,,5.232,0.152,0.294,2,0,,2.594,0.795,1.971,0.64,0.438
agm2000016593,0,NdI3,I Nd,8,1.97,1.78,0.134,0.312,0.0,0,0.1,2,2,1,-1,,,5.161,0.182,0.196,2,0,,,,,0.57,0.604
agm2000141965,0,NdMnBr5,Br Mn Nd,14,1.77,1.78,0.017,0.07,0.0,0,0.0,0,1,1,-1,,,5.517,0.189,0.143,2,0,,3.224,1.152,2.448,0.06,0.113
agm2000088411,0,AgI2F,Ag F I,8,1.865,1.78,0.062,0.155,0.17,1,0.73,0,1,0,-1,,,5.271,0.067,0.321,2,0,,3.587,1.172,2.662,0.22,0.292
agm2000108624,0,Ag3SeI,Ag I Se,10,2.13,1.781,0.127,0.214,0.01,0,0.14,1,2,1,-1,,,5.056,0.092,0.233,1,0,,3.019,1.063,2.015,0.61,0.574
agm2000110858,0,ZnSe,Se Zn,4,1.76,1.781,0.036,0.164,0.0,0,0.0,0,1,0,-1,,,4.855,0.057,0.238,0,0,,2.939,0.794,2.329,0.58,0.293
agm2000036599,0,AgCl,Ag Cl,8,1.792,1.781,0.057,0.21,0.0,0,0.32,0,1,1,-1,,,5.225,0.143,0.283,2,0,,3.398,1.322,2.16,0.2,0.387
agm2000069637,0,TlAgI2,Ag I Tl,4,1.84,1.781,0.055,0.263,0.0,1,0.83,1,1,0,-1,,,4.361,0.224,0.288,2,0,,2.942,1.098,2.031,0.87,0.443
agm2000002250,0,LiH,H Li,32,3.195,1.781,0.184,0.346,0.01,1,0.85,2,0,0,-1,,,4.187,0.257,0.251,2,0,,,,,0.5,0.659
agm2000037313,0,SnSe,Se Sn,16,1.667,1.781,0.019,0.156,0.0,1,0.58,0,1,1,-1,,,4.267,0.058,0.159,0,0,,2.592,0.627,2.115,0.47,0.128
agm2000145032,0,SmInI6,I In Sm,8,1.74,1.781,0.061,0.103,0.0,0,0.03,0,1,1,-1,,,5.388,0.045,0.096,0,0,,2.921,0.785,2.576,0.01,0.289
agm2000063058,0,AgHgI3,Ag Hg I,10,1.603,1.781,0.173,0.222,0.0,0,0.15,2,0,0,-1,,,5.227,0.07,0.245,0,0,,,,,0.68,0.622
agm2000018978,0,ZnI2,I Zn,6,1.631,1.781,0.147,0.258,0.01,0,0.05,2,1,0,-1,,,4.869,0.028,0.223,0,0,,,,,0.79,0.526
agm2000135826,0,InTeCl,Cl In Te,6,1.639,1.781,0.084,0.237,0.01,1,0.55,1,1,1,-1,,,5.135,0.15,0.26,2,0,,2.646,0.685,2.155,0.19,0.398
agm2000021956,0,ZnSe,Se Zn,8,1.76,1.781,0.036,0.164,0.0,0,0.0,0,1,0,-1,,,4.855,0.057,0.238,0,0,,2.938,0.793,2.329,0.58,0.293
agm2000128548,0,MoF4,F Mo,5,1.744,1.782,0.273,0.315,0.05,0,0.06,2,2,1,-1,,,6.17,0.232,0.172,2,0,,,,,0.27,1.106
agm2000051112,0,Sm(AgTe)3,Ag Sm Te,7,1.685,1.782,0.049,0.125,0.0,1,0.74,0,1,0,-1,,,5.025,0.069,0.198,0,0,,3.113,1.044,2.206,0.89,0.394
agm2000096048,0,MnTlCl3,Cl Mn Tl,10,1.412,1.782,0.121,0.317,0.0,0,0.15,2,2,1,-1,,,4.835,0.182,0.238,2,0,,,,,0.7,0.545
agm2000137793,0,YAg(AsS3)2,Ag As S Y,10,1.754,1.782,0.034,0.105,0.0,1,0.47,0,1,1,-1,,,5.958,0.063,0.182,0,0,,3.123,0.841,2.62,0.35,0.23
agm2000086199,0,Zr(ICl)2,Cl I Zr,10,0.687,1.782,0.239,0.344,0.0,0,0.22,2,0,0,-1,,,4.992,0.125,0.201,1,0,,,,,0.7,0.859
agm2000095550,0,NbTeBr3,Br Nb Te,10,1.823,1.782,0.027,0.178,0.0,0,0.04,0,1,0,-1,,,4.985,0.073,0.277,1,0,,2.926,0.853,2.322,0.51,0.218
agm2000060419,0,Ag3AsS3,Ag As S,7,1.814,1.782,0.062,0.261,0.0,0,0.32,1,1,0,-1,,,5.427,0.064,0.215,0,0,,2.813,0.93,2.081,0.56,0.371
agm2000009740,0,CuBr,Br Cu,6,1.772,1.783,0.12,0.158,0.0,0,0.07,1,1,1,-1,,,4.592,0.199,0.304,2,0,,3.866,1.451,2.51,0.07,0.472
agm2000002249,0,LiH,H Li,24,2.062,1.783,0.277,0.335,0.23,1,1.0,2,1,1,-1,,,3.891,0.597,0.356,2,0,,,,,0.64,0.993
agm2000085401,0,Hf(IBr)2,Br Hf I,10,1.69,1.783,0.13,0.407,0.01,0,0.0,2,0,0,-1,,,4.641,0.103,0.146,1,0,,,,,0.45,0.512
agm2000059961,0,Y(AgSe)3,Ag Se Y,7,1.439,1.783,0.181,0.285,0.0,0,0.31,2,0,0,-1,,,5.181,0.112,0.213,1,0,,,,,0.93,0.651
agm2000088091,0,Hg2SeF2,F Hg Se,10,1.681,1.783,0.07,0.325,0.01,1,0.58,2,1,0,-1,,,6.153,0.074,0.28,1,0,,,,,0.8,0.42
agm2000096859,0,ZnCuBr3,Br Cu Zn,10,1.862,1.783,0.061,0.215,0.0,0,0.13,0,1,0,-1,,,5.268,0.178,0.397,2,0,,3.426,1.211,2.429,0.43,0.287
Cd2S2-d9ca01c61c76,1,CdS,Cd S,4,1.786,1.783,0.091,0.218,0.0,0,0.32,0,0,0,-1,,,5.101,0.053,0.303,1,1,5.224,3.194,0.72,2.634,0.91,0.543
agm2000122792,0,KS,K S,8,1.756,1.783,0.034,0.25,0.0,0,0.02,1,1,0,-1,,,4.745,0.407,0.411,2,0,,3.372,1.147,2.445,0.48,0.229
agm2000019806,0,AgCl,Ag Cl,12,1.838,1.784,0.026,0.137,0.0,0,0.23,0,1,1,-1,,,5.225,0.107,0.283,1,0,,3.334,1.315,2.153,0.05,0.179
agm2000116285,0,Li3Br7,Br Li,10,1.749,1.784,0.077,0.157,0.14,1,0.94,0,1,0,-1,,,5.468,0.264,0.264,2,0,,3.586,1.133,2.744,0.68,0.461
agm2000054794,0,In3TeF3,F In Te,7,1.738,1.784,0.056,0.243,0.16,1,0.77,1,1,1,-1,,,4.548,0.227,0.405,2,0,,3.414,1.116,2.575,0.49,0.381
agm2000143826,0,BaPdCl6,Ba Cl Pd,8,1.76,1.784,0.061,0.155,0.0,0,0.0,0,1,1,-1,,,6.223,0.099,0.139,1,0,,3.852,1.251,2.962,0.14,0.289
agm2000145028,0,PmInI6,I In Pm,8,1.74,1.784,0.041,0.118,0.0,0,0.03,0,1,1,-1,,,5.299,0.115,0.096,1,0,,2.873,0.773,2.525,0.02,0.276
agm2000066052,0,LiAu2Cl3,Au Cl Li,12,1.671,1.784,0.129,0.318,0.0,1,0.57,2,1,0,-1,,,5.721,0.109,0.257,1,0,,,,,0.67,0.583
agm2000082312,0,KTlTe,K Te Tl,6,1.859,1.784,0.082,0.182,0.0,1,0.6,0,1,0,-1,,,4.373,0.19,0.283,2,0,,3.012,0.771,2.313,0.8,0.491
JVASP-78027,2,Ba2InBrO3,Ba Br In O,14,2.047,1.785,0.055,0.366,0.0,1,0.99,2,0,0,-1,,,5.845,0.24,0.277,2,0,,,,,0.88,0.443
agm2000033383,0,TlCl,Cl Tl,16,1.791,1.785,0.074,0.26,0.0,0,0.08,1,1,0,-1,,,5.823,0.119,0.322,2,0,,3.543,1.355,2.506,0.31,0.35
agm2000035646,0,SnSe,Se Sn,16,1.711,1.785,0.074,0.131,0.0,1,0.56,0,1,1,-1,,,4.265,0.071,0.159,0,0,,2.658,0.709,2.121,0.58,0.441
agm2000145382,0,NaNbBr6,Br Na Nb,8,1.7,1.785,0.081,0.165,0.0,0,0.0,0,1,1,-1,,,5.224,0.183,0.236,2,0,,3.599,1.038,2.919,0.04,0.383
agm2000134104,0,Cs2TiBr6,Br Cs Ti,9,1.798,1.785,0.046,0.176,0.0,0,0.01,0,1,1,-1,,,4.972,0.165,0.314,2,0,,3.369,0.932,2.744,0.06,0.309
agm2000063339,0,Cd2AsBr,As Br Cd,8,1.722,1.785,0.042,0.275,0.0,0,0.18,1,1,0,-1,,,5.111,0.144,0.294,2,0,,2.538,0.759,2.007,0.8,0.337
agm2000097809,0,KMnBr3,Br K Mn,10,1.657,1.785,0.046,0.179,0.0,0,0.01,0,1,1,-1,,,4.771,0.058,0.211,0,0,,3.223,1.07,2.459,0.53,0.373
agm2000141970,0,PmMnBr5,Br Mn Pm,14,1.759,1.785,0.024,0.082,0.0,0,0.0,0,1,1,-1,,,5.539,0.18,0.12,2,0,,3.213,1.242,2.337,0.07,0.161
agm2000052918,0,TaI2Cl3,Cl I Ta,6,1.743,1.785,0.048,0.2,0.0,0,0.0,0,1,1,-1,,,5.557,0.111,0.205,1,0,,3.107,0.996,2.395,0.21,0.325
agm2000110685,0,InSCl,Cl In S,6,1.805,1.785,0.05,0.268,0.0,0,0.19,1,1,1,-1,,,5.921,0.071,0.176,0,0,,2.989,0.949,2.387,0.03,0.34
agm2000103085,0,DyTeBr,Br Dy Te,18,1.843,1.785,0.039,0.155,0.0,1,0.86,0,1,0,-1,,,5.057,0.354,0.275,2,0,,2.826,0.965,2.069,0.59,0.32
agm2000131811,0,K2CeCl6,Ce Cl K,9,1.747,1.785,0.059,0.108,0.0,0,0.0,0,1,1,-1,,,5.921,0.198,0.301,2,0,,3.949,1.145,3.197,0.06,0.4
agm2000036515,0,HgCl2,Cl Hg,12,1.76,1.786,0.088,0.256,0.0,0,0.07,1,1,0,-1,,,6.43,0.086,0.175,0,0,,3.207,1.188,2.127,0.66,0.526
agm2000052275,0,Hg2IBr3,Br Hg I,6,1.656,1.786,0.079,0.161,0.0,0,0.22,0,3,1,-1,,,5.567,0.068,0.198,0,0,,2.716,1.158,1.725,0.13,0.371
agm2000110227,0,ZrNCl,Cl N Zr,6,1.728,1.786,0.028,0.235,0.0,1,0.57,1,1,1,-1,,,5.718,0.028,0.224,0,0,,3.426,1.182,2.921,0.67,0.228
agm2000095587,0,CdIBr,Br Cd I,18,1.994,1.786,0.091,0.229,0.0,0,0.16,0,1,1,-1,,,5.372,0.042,0.171,0,0,,2.851,1.044,2.082,0.52,0.544
agm2000141789,0,PmPbI5,I Pb Pm,14,1.759,1.786,0.06,0.132,0.01,0,0.03,0,1,1,-1,,,5.292,0.171,0.115,2,0,,2.664,0.984,1.961,0.3,0.406
agm2000055142,0,InIF,F I In,6,1.768,1.786,0.097,0.356,0.56,1,0.74,2,1,1,-1,,,5.319,0.134,0.437,2,0,,,,,0.29,0.383
agm2000104658,0,Ag3ClF2,Ag Cl F,12,2.019,1.787,0.099,0.236,0.01,1,0.4,1,0,0,-1,,,5.356,0.305,0.317,2,0,,3.155,1.23,1.854,0.83,0.448
agm2000021853,0,TiBr4,Br Ti,10,1.727,1.787,0.035,0.195,0.0,1,0.39,0,1,1,-1,,,5.466,0.055,0.21,0,0,,3.153,0.923,2.456,0.22,0.236
agm2000110676,0,CdS,Cd S,4,1.836,1.787,0.088,0.218,0.0,0,0.32,0,1,0,-1,,,5.103,0.052,0.303,1,0,,3.21,0.726,2.644,0.91,0.527
agm2000099602,0,Pb2I2O,I O Pb,10,1.77,1.787,0.023,0.272,0.0,1,0.59,1,1,0,-1,,,5.468,0.154,0.224,2,0,,2.97,1.041,2.063,0.53,0.186
agm2000078053,0,GaSeBr,Br Ga Se,9,1.765,1.787,0.073,0.252,0.0,0,0.16,1,1,0,-1,,,5.344,0.093,0.267,1,0,,3.046,0.826,2.549,0.67,0.436
agm2000067971,0,ErAuSe2,Au Er Se,8,1.745,1.787,0.033,0.238,0.0,1,0.56,1,1,0,-1,,,4.516,0.235,0.197,2,0,,2.463,0.873,1.869,0.62,0.267
agm2000109054,0,Sn2SCl2,Cl S Sn,10,1.854,1.787,0.115,0.318,0.0,1,0.59,2,1,1,-1,,,5.129,0.252,0.299,2,0,,,,,0.46,0.454
agm2000000161,0,F2,F,4,0.093,1.787,0.382,0.421,0.0,1,0.86,2,3,1,-1,,,6.743,0.548,0.219,2,0,,,,,0.0,1.55
agm2000142799,0,NdTlBr6,Br Nd Tl,8,1.752,1.787,0.045,0.064,0.0,0,0.02,0,1,1,-1,,,6.097,0.156,0.109,2,0,,3.45,0.968,2.924,0.06,0.305
agm2000021669,0,SnI2,I Sn,12,1.553,1.787,0.044,0.156,0.01,1,0.54,0,1,1,-1,,,4.917,0.098,0.206,1,0,,2.782,1.036,2.017,0.56,0.358
agm2000137775,0,TbAg(AsS3)2,Ag As S Tb,10,1.757,1.787,0.053,0.111,0.0,1,0.48,0,1,0,-1,,,5.654,0.094,0.171,1,0,,3.071,0.842,2.584,0.34,0.359
